age,gender,race,city,state,county,year,fips
49,Male,European-American/White,Houston,TX,harris,2014,48201
49,Female,European-American/White,Palenville,NY,greene,2014,36039
49,Male,European-American/White,Hermantown,MN,st. louis,2014,27137
49,Female,European-American/White,Homosassa,FL,citrus,2014,12017
49,Female,European-American/White,Bartlett,TN,shelby,2014,47157
49,Male,Hispanic/Latino,Tucson,AZ,pima,2014,4019
49,Male,European-American/White,Peach Bottom,PA,lancaster,2014,42071
49,Male,European-American/White,Austin,TX,travis,2014,48453
49,Male,Hispanic/Latino,Midland,TX,midland,2014,48329
49,Male,African-American/Black,Brooklyn,NY,kings,2014,36047
49,Male,European-American/White,Tassinari,UT,davis,2015,49011
49,Male,European-American/White,Weymouth,MA,norfolk,2015,25021
49,Male,African-American/Black,Gulfport,MS,harrison,2015,28047
49,Male,European-American/White,Eugene,OR,lane,2015,41039
49,Male,European-American/White,Salem,OR,marion,2015,41047
49,Male,European-American/White,Houston,TX,harris,2015,48201
49,Male,European-American/White,Weatherford,TX,parker,2015,48367
49,Male,European-American/White,Malone,NY,franklin,2015,36033
49,Female,African-American/Black,Heflin,AL,cleburne,2015,1029
49,Male,African-American/Black,Oakland,CA,alameda,2015,6001
49,Male,European-American/White,Hobbs,NM,lea,2015,35025
49,Male,European-American/White,Hutchinson,MN,mc leod,2015,27085
49,Male,African-American/Black,Oklahoma City,OK,oklahoma,2015,40109
49,Male,Hispanic/Latino,Corpus Christi,TX,nueces,2015,48355
49,Male,European-American/White,Liberty,TX,liberty,2015,48291
49,Male,African-American/Black,Athens,AL,limestone,2016,1083
49,Male,European-American/White,Birch Run,MI,saginaw,2016,26145
49,Male,European-American/White,Llano,TX,llano,2016,48299
49,Male,European-American/White,Hazard,KY,perry,2016,21193
49,Male,African-American/Black,Culpeper,VA,culpeper,2016,51047
49,Male,European-American/White,Temecula,CA,riverside,2016,6065
49,Male,European-American/White,Kaplan,LA,vermilion,2016,22113
49,Male,Native American/Alaskan,Tahlequah,OK,cherokee,2016,40021
49,Male,European-American/White,Myra,TX,cooke,2016,48097
49,Male,Hispanic/Latino,Denver,CO,denver,2016,8031
49,Male,European-American/White,Westminster,CO,adams,2016,8001
49,Male,European-American/White,Benton,AR,saline,2016,5125
49,Male,Hispanic/Latino,Bronx,NY,bronx,2016,36005
49,Male,European-American/White,St. Petersburg,FL,pinellas,2016,12103
49,Male,European-American/White,Fruitland Park,FL,lake,2016,12069
49,Male,European-American/White,Cameron,WI,barron,2016,55005
49,Male,European-American/White,Eau Claire,WI,eau claire,2017,55035
49,Male,European-American/White,Gastonia,NC,gaston,2017,37071
49,Male,African-American/Black,Largo,FL,pinellas,2017,12103
49,Male,European-American/White,San Diego,CA,san diego,2017,6073
49,Male,Race unspecified,Independence,MO,NA,2013,29095
49,Male,Race unspecified,Adger,AL,NA,2015,1073
49,Male,Race unspecified,Elkview,WV,NA,2013,54039
49,Male,Hispanic/Latino,Grand Junction,CO,NA,2013,8077
49,Male,European-American/White,Ventnor,NJ,NA,2016,34001
49,Male,Race unspecified,Byron,CA,NA,2016,6013
49,Male,Hispanic/Latino,San Bernardino,CA,NA,2015,6071
49,Male,European-American/White,Suisun City,CA,NA,2014,6095
49,Male,Race unspecified,Belton,TX,NA,2014,48027
49,Male,European-American/White,Albany,TX,NA,2013,48417
49,Male,European-American/White,Lucedale,MS,NA,2015,28039
49,Male,European-American/White,Woodford,VA,NA,2017,51033
49,Male,European-American/White,Monroeville,PA,NA,2013,42003
49,Male,Race unspecified,Medford,OR,NA,2015,41029
49,Male,European-American/White,Fargo,ND,NA,2016,38017
49,Male,Race unspecified,Fargo,ND,NA,2016,38017
49,Male,Race unspecified,Anchorage,AK,NA,2016,2020
49,Male,European-American/White,Sterling,AK,NA,2015,2122
49,Male,Race unspecified,Indianapolis,IN,NA,2013,18097
49,Male,Race unspecified,French Lick,IN,NA,2015,18117
49,Male,Race unspecified,Mabelvale,AR,NA,2013,5125
49,Male,European-American/White,Rochester,NY,NA,2016,36055
49,Male,European-American/White,Worden,MT,NA,2013,30111
49,Male,European-American/White,Beverly,MA,NA,2015,25009
49,Male,European-American/White,Lexington,NC,NA,2017,37057
49,Male,European-American/White,Monroe,NC,NA,2013,37179
49,Male,European-American/White,Eau Claire,WI,NA,2017,55035
49,Male,African-American/Black,Milwaukee,WI,NA,2016,55079
49,Female,European-American/White,Las Vegas,NV,NA,2014,32003
50,Male,European-American/White,South Lake Tahoe,CA,el dorado,2013,6017
50,Male,Hispanic/Latino,Santa Maria,CA,santa barbara,2013,6083
50,Male,European-American/White,Oxford,AL,calhoun,2013,1015
50,Male,African-American/Black,Addis,LA,w. baton rouge,2013,22121
50,Male,European-American/White,Craig,MO,holt,2013,29087
50,Male,European-American/White,Portland,OR,multnomah,2013,41051
50,Male,European-American/White,Medicine Park,OK,comanche,2013,40031
50,Male,African-American/Black,Martinsburg,WV,berkeley,2013,54003
50,Male,European-American/White,Holland,PA,bucks,2013,42017
50,Male,European-American/White,Brandon,FL,hillsborough,2013,12057
50,Male,African-American/Black,Los Angeles,CA,los angeles,2013,6037
50,Male,European-American/White,Uniontown,PA,fayette,2013,42051
50,Male,European-American/White,Pooler,GA,chatham,2013,13051
50,Male,European-American/White,Fort Ripley,MN,crow wing,2013,27035
50,Male,African-American/Black,Summerville,SC,dorchester,2013,45035
50,Male,Hispanic/Latino,Riverside,CA,riverside,2013,6065
50,Male,African-American/Black,Houston,TX,harris,2013,48201
50,Male,European-American/White,Dover,NH,strafford,2013,33017
50,Female,Hispanic/Latino,Port Arthur,TX,jefferson,2013,48245
50,Male,Hispanic/Latino,Miami,FL,miami-dade,2013,12086
50,Male,African-American/Black,Columbus,OH,franklin,2013,39049
50,Male,African-American/Black,Queens Village,NY,queens,2014,36081
50,Male,European-American/White,Bourbon,MO,crawford,2014,29055
50,Female,African-American/Black,Houston,TX,harris,2014,48201
50,Male,European-American/White,Aurora,CO,adams,2014,8001
50,Male,Asian/Pacific Islander,Tonalea,AZ,coconino,2014,4005
50,Male,Hispanic/Latino,Fresno,CA,fresno,2014,6019
50,Female,Hispanic/Latino,Chicago,IL,cook,2014,17031
50,Male,African-American/Black,Albuquerque,NM,bernalillo,2014,35001
50,Male,European-American/White,Hazard,KY,perry,2014,21193
50,Female,European-American/White,Springfield,MO,greene,2014,29077
50,Male,European-American/White,Aurora,CO,arapahoe,2014,8005
50,Male,African-American/Black,Clayton,GA,de kalb,2014,13089
50,Male,European-American/White,Sweetwater,TX,nolan,2014,48353
50,Male,European-American/White,San Antonio,TX,bexar,2014,48029
50,Female,African-American/Black,Phoenix,AZ,maricopa,2014,4013
50,Male,European-American/White,Wilton Manors,FL,broward,2014,12011
50,Male,African-American/Black,Los Angeles,CA,los angeles,2014,6037
50,Male,African-American/Black,LaPlace,LA,st. john baptist,2014,22095
50,Male,African-American/Black,Kansas City,KS,wyandotte,2014,20209
50,Male,European-American/White,Bradenton,FL,manatee,2014,12081
50,Male,African-American/Black,Red Springs,NC,robeson,2014,37155
50,Male,Hispanic/Latino,Sacramento,CA,sacramento,2015,6067
50,Male,Hispanic/Latino,Del Rio,TX,val verde,2015,48465
50,Male,African-American/Black,North Charleston,SC,charleston,2015,45019
50,Male,African-American/Black,Rochester,NY,monroe,2015,36055
50,Male,Hispanic/Latino,Santa Maria,CA,santa barbara,2015,6083
50,Male,Hispanic/Latino,Greeley,CO,weld,2015,8123
50,Male,European-American/White,Parowan,UT,iron,2015,49021
50,Male,European-American/White,Needles,CA,san bernardino,2015,6071
50,Male,European-American/White,Brinson,GA,decatur,2015,13087
50,Male,European-American/White,Tuscaloosa,AL,tuscaloosa,2015,1125
50,Male,European-American/White,Omaha,NE,douglas,2015,31055
50,Male,European-American/White,Beaverton,MI,gladwin,2015,26051
50,Male,Native American/Alaskan,Marysville,WA,snohomish,2015,53061
50,Male,European-American/White,Woodbridge Township,NJ,middlesex,2015,34023
50,Female,European-American/White,Las Vegas,NV,clark,2015,32003
50,Male,European-American/White,St. Cloud,MN,stearns,2015,27145
50,Male,European-American/White,Columbus,OH,franklin,2015,39049
50,Male,European-American/White,Seagoville,TX,dallas,2015,48113
50,Male,African-American/Black,Hollywood,CA,los angeles,2015,6037
50,Female,Asian/Pacific Islander,Santa Nella Village,CA,merced,2015,6047
50,Male,European-American/White,Salina,KS,saline,2016,20169
50,Female,European-American/White,Fleming Township,MN,aitkin,2016,27001
50,Male,European-American/White,Port St. Lucie,FL,st. lucie,2016,12111
50,Male,African-American/Black,Park Forest,IL,cook,2016,17031
50,Male,Hispanic/Latino,Boise,ID,ada,2016,16001
50,Male,European-American/White,Farmington,AR,washington,2016,5143
50,Male,African-American/Black,Monroe,LA,ouachita,2016,22073
50,Male,European-American/White,Bristol,TN,sullivan,2016,47163
50,Male,African-American/Black,Sacramento,CA,sacramento,2016,6067
50,Male,European-American/White,Pine River,WI,lincoln,2016,55069
50,Male,Native American/Alaskan,Las Vegas,NV,clark,2016,32003
50,Male,Hispanic/Latino,Miami,FL,miami-dade,2016,12086
50,Male,European-American/White,Los Angeles,CA,los angeles,2017,6037
50,Male,European-American/White,Millston,WI,jackson,2017,55053
50,Male,African-American/Black,Commerce City,CO,adams,2017,8001
50,Male,European-American/White,Kansas City,MO,NA,2014,29047
50,Male,European-American/White,McFall,MO,NA,2014,29075
50,Male,Race unspecified,Tonalea,AZ,NA,2014,4005
50,Male,Hispanic/Latino,Glendale,AZ,NA,2016,4013
50,Male,Race unspecified,Chicago,IL,NA,2016,17031
50,Male,Race unspecified,Eastaboga,AL,NA,2016,1015
50,Male,Race unspecified,Birmingham,AL,NA,2015,1073
50,Male,European-American/White,Acworth,GA,NA,2016,13057
50,Male,Race unspecified,Martinsburg,WV,NA,2017,54003
50,Male,Race unspecified,Buckhannon,WV,NA,2016,54097
50,Male,Race unspecified,Fresno,CA,NA,2013,6019
50,Male,European-American/White,Los Angeles,CA,NA,2013,6037
50,Male,Race unspecified,Sacramento,CA,NA,2014,6067
50,Male,European-American/White,Ontario,CA,NA,2013,6071
50,Female,Race unspecified,Champion,MI,NA,2013,26103
50,Male,Race unspecified,Inkster,MI,NA,2017,26163
50,Male,European-American/White,Odessa,TX,NA,2016,48135
50,Male,Hispanic/Latino,Yakima,WA,NA,2016,53077
50,Male,Race unspecified,Fountain Inn,SC,NA,2017,45045
50,Male,Race unspecified,Palm Bay,FL,NA,2015,12009
50,Male,European-American/White,Bradenton,FL,NA,2016,12081
50,Male,Race unspecified,Vinton,VA,NA,2016,51770
50,Male,Race unspecified,Philadelphia,PA,NA,2017,42101
50,Male,Race unspecified,Olathe,KS,NA,2016,20091
50,Male,Race unspecified,Kansas City,KS,NA,2015,20209
50,Male,Race unspecified,Kiowa,OK,NA,2017,40121
50,Male,Race unspecified,Brooklyn,NY,NA,2013,36047
50,Male,Race unspecified,Thomasville,NC,NA,2015,37057
50,Male,European-American/White,Port Vincent,LA,NA,2016,22063
50,Male,Race unspecified,Jean,NV,NA,2014,32003
50,Male,European-American/White,Casper,WY,NA,2016,56025
51,Male,European-American/White,Edwardsville,IL,madison,2013,17119
51,Male,European-American/White,Fresno,CA,fresno,2013,6019
51,Male,European-American/White,Yucaipa,CA,san bernardino,2013,6071
51,Male,African-American/Black,Seattle,WA,king,2013,53033
51,Male,European-American/White,Walpole,NH,cheshire,2013,33005
51,Female,European-American/White,,AZ,pima,2013,4019
51,Male,African-American/Black,Dallas,TX,dallas,2013,48113
51,Male,European-American/White,York,PA,york,2013,42133
51,Male,Hispanic/Latino,Oakland,CA,alameda,2013,6001
51,Male,African-American/Black,Memphis,TN,shelby,2013,47157
51,Male,European-American/White,Brattleboro,VT,windham,2013,50025
51,Male,European-American/White,Jefferson City,TN,jefferson,2013,47089
51,Female,European-American/White,Sherman,TX,grayson,2013,48181
51,Male,African-American/Black,Summerville,SC,dorchester,2013,45035
51,Male,African-American/Black,Hartsville,SC,darlington,2013,45031
51,Male,European-American/White,Staten Island New York City,NY,richmond,2013,36085
51,Male,African-American/Black,James Island,SC,charleston,2013,45019
51,Male,Hispanic/Latino,Hialeah,FL,miami-dade,2013,12086
51,Male,African-American/Black,Miami,FL,miami-dade,2013,12086
51,Male,European-American/White,Greenwood,SC,greenwood,2013,45047
51,Female,European-American/White,West Des Moines,IA,polk,2013,19153
51,Male,European-American/White,Seattle,WA,king,2013,53033
51,Male,European-American/White,Los Angeles,CA,los angeles,2013,6037
51,Male,European-American/White,Sparta,NC,alleghany,2013,37005
51,Male,European-American/White,Perry,FL,taylor,2014,12123
51,Male,European-American/White,Melbourne,FL,brevard,2014,12009
51,Male,African-American/Black,Pompano Beach,FL,broward,2014,12011
51,Male,African-American/Black,Nashville,TN,davidson,2014,47037
51,Male,European-American/White,Primrose,WI,dane,2014,55025
51,Male,African-American/Black,Bayonne,NJ,hudson,2014,34017
51,Male,Hispanic/Latino,Pearl City,HI,honolulu,2014,15003
51,Male,European-American/White,Palenville,NY,greene,2014,36039
51,Male,European-American/White,Pflugerville,TX,travis,2014,48453
51,Male,Middle Eastern,Tumalo,OR,deschutes,2014,41017
51,Male,Hispanic/Latino,Lubbock,TX,lubbock,2014,48303
51,Male,European-American/White,Seattle,WA,king,2014,53033
51,Male,Hispanic/Latino,Brooklyn,NY,kings,2014,36047
51,Male,European-American/White,Minneapolis,MN,hennepin,2014,27053
51,Female,African-American/Black,Greensboro,NC,guilford,2014,37081
51,Male,African-American/Black,Houston,TX,harris,2014,48201
51,Male,European-American/White,West Monroe,LA,ouachita,2014,22073
51,Male,Hispanic/Latino,St. Johns,FL,st. johns,2014,12109
51,Male,European-American/White,Shaker Heights,OH,cuyahoga,2015,39035
51,Male,African-American/Black,Lorena,TX,mc lennan,2015,48309
51,Male,European-American/White,Indianapolis,IN,marion,2015,18097
51,Male,European-American/White,Springfield,MO,greene,2015,29077
51,Male,European-American/White,Phoenix,AZ,maricopa,2015,4013
51,Male,European-American/White,Columbia,MO,boone,2015,29019
51,Male,Hispanic/Latino,Bisbee,AZ,cochise,2015,4003
51,Male,European-American/White,Rufe,OK,choctaw,2015,40023
51,Male,African-American/Black,New York,NY,new york,2015,36061
51,Male,African-American/Black,Falkville,AL,morgan,2015,1103
51,Male,Hispanic/Latino,New York,NY,bronx,2015,36005
51,Male,European-American/White,Clayton,OH,montgomery,2015,39113
51,Female,European-American/White,Asbury Park,NJ,monmouth,2015,34025
51,Male,European-American/White,Northville,NY,fulton,2015,36035
51,Male,European-American/White,Greenfield,WI,milwaukee,2015,55079
51,Male,European-American/White,Thonotosassa,FL,hillsborough,2015,12057
51,Male,Hispanic/Latino,Miami,FL,miami-dade,2015,12086
51,Male,European-American/White,Hurst,TX,tarrant,2015,48439
51,Male,European-American/White,Portland,OR,multnomah,2015,41051
51,Male,Hispanic/Latino,Pasadena,TX,harris,2015,48201
51,Male,European-American/White,Sportsmen Acres,OK,mayes,2015,40097
51,Female,European-American/White,Arlington,TX,tarrant,2015,48439
51,Male,African-American/Black,Boone,NC,gaston,2015,37071
51,Male,European-American/White,Liberty Township,OH,butler,2016,39017
51,Male,European-American/White,Harmony,NC,iredell,2016,37097
51,Male,European-American/White,Fairfield,CT,fairfield,2016,9001
51,Male,European-American/White,Belfair,WA,mason,2016,53045
51,Male,European-American/White,Azle,TX,tarrant,2016,48439
51,Male,European-American/White,Piedmont,SC,greenville,2016,45045
51,Male,European-American/White,Berne,NY,albany,2016,36001
51,Male,European-American/White,Tempe,AZ,maricopa,2016,4013
51,Male,African-American/Black,Birmingham,AL,jefferson,2016,1073
51,Male,European-American/White,Omaha,NE,douglas,2016,31055
51,Male,European-American/White,Berea,KY,madison,2016,21151
51,Male,European-American/White,Clarklake,MI,jackson,2016,26075
51,Male,European-American/White,Lake Odessa,MI,ionia,2016,26067
51,Male,European-American/White,Castaic,CA,los angeles,2016,6037
51,Male,African-American/Black,York,PA,york,2016,42133
51,Male,European-American/White,Hessel,MI,mackinac,2016,26097
51,Male,European-American/White,St Augustine,FL,st. johns,2016,12109
51,Male,African-American/Black,Pomona,CA,los angeles,2017,6037
51,Male,European-American/White,Beaverton,OR,washington,2017,41067
51,Male,European-American/White,Midlothian,TX,ellis,2017,48139
51,Male,European-American/White,Lewisburg,TN,marshall,2017,47117
51,Male,European-American/White,Dyersburg,TN,dyer,2017,47045
51,Male,Race unspecified,Phoenix,AZ,NA,2013,4013
51,Male,European-American/White,Dewey,AZ,NA,2014,4025
51,Male,European-American/White,Holly Pond,AL,NA,2014,1043
51,Female,Race unspecified,Conyers,GA,NA,2014,13247
51,Male,Race unspecified,Thornton,CO,NA,2016,8001
51,Male,Race unspecified,Aurora,CO,NA,2015,8005
51,Male,European-American/White,South River,NJ,NA,2013,34023
51,Male,Hispanic/Latino,Lemoore,CA,NA,2015,6031
51,Male,Hispanic/Latino,Stevinson,CA,NA,2016,6047
51,Female,European-American/White,Mad River,CA,NA,2013,6105
51,Male,Hispanic/Latino,Beeville,TX,NA,2014,48025
51,Male,European-American/White,Dickinson,TX,NA,2016,48167
51,Male,Hispanic/Latino,Houston,TX,NA,2014,48201
51,Male,Race unspecified,Laredo,TX,NA,2015,48479
51,Male,Race unspecified,Richmond,KY,NA,2017,21151
51,Male,Race unspecified,Federal Way,WA,NA,2017,53033
51,Male,Race unspecified,Gaithersburg,MD,NA,2013,24031
51,Male,European-American/White,Knoxville,TN,NA,2016,47093
51,Male,European-American/White,Westfield Boro,PA,NA,2013,42117
51,Male,European-American/White,Rosalia,KS,NA,2016,20015
51,Male,European-American/White,New Berlin,WI,NA,2017,55133
51,Male,Hispanic/Latino,Henderson,NV,NA,2014,32003
52,Male,European-American/White,Ormond Beach,FL,volusia,2013,12127
52,Male,European-American/White,Surprise,AZ,maricopa,2013,4013
52,Male,European-American/White,Boulder City,NV,clark,2013,32003
52,Male,European-American/White,Spokane,WA,spokane,2013,53063
52,Male,European-American/White,Norwich,CT,new london,2013,9011
52,Male,European-American/White,Guin,AL,marion,2013,1093
52,Male,European-American/White,Crawford,CO,delta,2013,8029
52,Male,European-American/White,Alpharetta,GA,fulton,2013,13121
52,Male,African-American/Black,Chicago,IL,cook,2013,17031
52,Male,Hispanic/Latino,Hartford,CT,hartford,2013,9003
52,Male,Hispanic/Latino,Bronx,NY,bronx,2013,36005
52,Male,European-American/White,Batavia Township,IL,kane,2013,17089
52,Male,Hispanic/Latino,El Paso,TX,el paso,2013,48141
52,Male,European-American/White,Moorestown,NJ,burlington,2013,34005
52,Male,African-American/Black,Springfield,IL,sangamon,2013,17167
52,Male,African-American/Black,Troy,OH,miami,2013,39109
52,Male,European-American/White,Klamath Falls,OR,klamath,2013,41035
52,Male,European-American/White,Braddock,PA,allegheny,2013,42003
52,Male,European-American/White,Avoca,IA,pottawattamie,2013,19155
52,Male,African-American/Black,Little Rock,AR,pulaski,2014,5119
52,Male,European-American/White,Wasilla,AK,matanuska-susitna,2014,2170
52,Male,European-American/White,Cumming,GA,forsyth,2014,13117
52,Male,European-American/White,Huntsville,AL,madison,2014,1089
52,Female,European-American/White,Aiken,SC,aiken,2014,45003
52,Male,African-American/Black,Canton,MS,madison,2014,28089
52,Male,European-American/White,Newton,KS,harvey,2014,20079
52,Male,European-American/White,Mexico,ME,oxford,2014,23017
52,Male,European-American/White,Dallas,TX,dallas,2014,48113
52,Male,European-American/White,Medford,OR,jackson,2014,41029
52,Male,European-American/White,Claude,TX,armstrong,2014,48011
52,Male,European-American/White,Daytona Beach,FL,volusia,2014,12127
52,Female,Native American/Alaskan,Mitchell,SD,davison,2014,46035
52,Male,Hispanic/Latino,Shillington,PA,berks,2014,42011
52,Male,European-American/White,Cleveland,TN,bradley,2014,47011
52,Male,Hispanic/Latino,Dearborn,MI,wayne,2014,26163
52,Male,European-American/White,Dover,DE,kent,2014,10001
52,Male,European-American/White,Drexel Hill,PA,delaware,2014,42045
52,Male,Hispanic/Latino,Pomona,CA,san bernardino,2015,6071
52,Male,European-American/White,Smynra,DE,kent,2015,10001
52,Male,European-American/White,Uniontown,OH,stark,2015,39151
52,Male,European-American/White,Franklin,NC,macon,2015,37113
52,Male,African-American/Black,Miami,FL,miami-dade,2015,12086
52,Male,European-American/White,Greensburg,PA,westmoreland,2015,42129
52,Male,European-American/White,Eagar,AZ,apache,2015,4001
52,Male,European-American/White,Miami Beach,FL,miami-dade,2015,12086
52,Male,European-American/White,Middle River,MD,baltimore,2015,24005
52,Male,European-American/White,Franklin,LA,st. mary,2015,22101
52,Male,European-American/White,Redding,CA,shasta,2016,6089
52,Male,African-American/Black,Saint Louis,MO,st. louis city,2016,29510
52,Male,European-American/White,Mountain Pine,AR,garland,2016,5051
52,Male,European-American/White,Roseville,MN,ramsey,2016,27123
52,Male,European-American/White,George West,TX,live oak,2016,48297
52,Male,European-American/White,Lakehills,TX,bandera,2016,48019
52,Male,European-American/White,Jackson,GA,butts,2016,13035
52,Male,European-American/White,West Springfield,MA,hampden,2016,25013
52,Male,European-American/White,Cache,OK,comanche,2016,40031
52,Male,European-American/White,Perryville,AR,perry,2016,5105
52,Male,European-American/White,Philadelphia,PA,philadelphia,2016,42101
52,Male,African-American/Black,Port Arthur,TX,jefferson,2016,48245
52,Male,European-American/White,Garden City,ID,ada,2016,16001
52,Male,European-American/White,Lakeville,IN,st. joseph,2016,18141
52,Male,European-American/White,Portland,OR,multnomah,2016,41051
52,Male,European-American/White,Brooklet,GA,bulloch,2017,13031
52,Male,Hispanic/Latino,Santa Monica,CA,los angeles,2017,6037
52,Male,Race unspecified,Liberty,MO,NA,2016,29047
52,Male,European-American/White,St. Charles,MO,NA,2014,29183
52,Male,European-American/White,North Canton,OH,NA,2013,39151
52,Male,European-American/White,Spanish Fort,AL,NA,2014,1003
52,Male,Race unspecified,Saks,AL,NA,2013,1015
52,Female,European-American/White,Wetumpka,AL,NA,2016,1051
52,Male,Race unspecified,Nitro,WV,NA,2015,54039
52,Male,Race unspecified,Menlo Park,CA,NA,2014,6081
52,Male,Hispanic/Latino,Albuquerque,NM,NA,2014,35001
52,Male,Hispanic/Latino,Jal,NM,NA,2016,35025
52,Male,Hispanic/Latino,Fort Worth,TX,NA,2017,48439
52,Male,European-American/White,Bowling Green,KY,NA,2016,21227
52,Male,European-American/White,Springfield,MS,NA,2017,28041
52,Male,European-American/White,Chestertown,MD,NA,2016,24029
52,Male,European-American/White,Old Town,FL,NA,2015,12029
52,Male,European-American/White,Cape Coral,FL,NA,2016,12071
52,Female,Race unspecified,Nashville,TN,NA,2014,47037
52,Male,Race unspecified,Trenton,TN,NA,2015,47053
52,Male,European-American/White,Independence,KS,NA,2014,20125
52,Male,Race unspecified,Granite Falls,NC,NA,2016,37027
52,Male,European-American/White,Gaston,NC,NA,2015,37071
52,Male,European-American/White,Milford,IA,NA,2017,19059
52,Female,Race unspecified,Las Vegas,NV,NA,2016,32003
52,Male,Race unspecified,Honolulu,HI,NA,2014,15003
52,Male,European-American/White,Ludlow,ME,NA,2014,23003
53,Male,European-American/White,Bloomington,IL,mc lean,2013,17113
53,Male,African-American/Black,Junction City,KS,geary,2013,20061
53,Female,European-American/White,St. Petersburg,FL,pinellas,2013,12103
53,Male,European-American/White,Alpharetta,GA,fulton,2013,13121
53,Male,European-American/White,Fremont,CA,alameda,2013,6001
53,Male,Hispanic/Latino,Gilford Township,MI,tuscola,2013,26157
53,Male,African-American/Black,McComb,MS,pike,2013,28113
53,Male,European-American/White,Port Hueneme,CA,ventura,2013,6111
53,Male,European-American/White,Winter Garden,FL,orange,2013,12095
53,Male,European-American/White,Castaic,CA,los angeles,2013,6037
53,Male,European-American/White,Portola,CA,plumas,2013,6063
53,Male,African-American/Black,San Antonio,TX,bexar,2013,48029
53,Male,African-American/Black,Mableton,GA,cobb,2013,13067
53,Male,European-American/White,Pasadena,TX,harris,2014,48201
53,Male,European-American/White,Gaffney,SC,cherokee,2014,45021
53,Male,European-American/White,Louisville,KY,jefferson,2014,21111
53,Male,African-American/Black,Houston,TX,harris,2014,48201
53,Male,European-American/White,Eureka,NV,eureka,2014,32011
53,Male,European-American/White,Pensacola,FL,escambia,2014,12033
53,Male,European-American/White,Anniston,AL,calhoun,2014,1015
53,Male,European-American/White,Oroville,CA,butte,2014,6007
53,Male,European-American/White,Sunnyvale,CA,santa clara,2014,6085
53,Male,African-American/Black,Fayetteville,NC,cumberland,2014,37051
53,Female,European-American/White,Manor,TX,travis,2014,48453
53,Male,African-American/Black,Cypress,TX,harris,2014,48201
53,Male,European-American/White,Woodland,CA,yolo,2014,6113
53,Male,European-American/White,Clyde,OH,sandusky,2014,39143
53,Female,African-American/Black,Wilmington,DE,new castle,2014,10003
53,Male,European-American/White,Tallahassee,FL,leon,2014,12073
53,Male,European-American/White,Auburn,CA,placer,2014,6061
53,Male,Asian/Pacific Islander,Shelton,WA,mason,2015,53045
53,Male,European-American/White,Follansbee,WV,brooke,2015,54009
53,Female,European-American/White,Gardner,KS,johnson,2015,20091
53,Male,African-American/Black,Emporia,VA,greensville,2015,51081
53,Male,European-American/White,Nashville,TN,davidson,2015,47037
53,Male,European-American/White,Chavies,KY,perry,2015,21193
53,Male,European-American/White,North Port,FL,sarasota,2015,12115
53,Male,European-American/White,Logan,UT,cache,2015,49005
53,Male,European-American/White,Bolton,CT,tolland,2015,9013
53,Male,European-American/White,Stewartsville,MO,de kalb,2015,29063
53,Male,European-American/White,Okmulgee,OK,okmulgee,2016,40111
53,Male,European-American/White,Fort Worth,TX,tarrant,2016,48439
53,Male,Asian/Pacific Islander,Tampa,FL,hillsborough,2016,12057
53,Male,European-American/White,Antioch,IL,lake,2016,17097
53,Male,European-American/White,Meridian,ID,ada,2016,16001
53,Male,African-American/Black,Taylors,SC,greenville,2016,45045
53,Male,European-American/White,Boise,ID,ada,2016,16001
53,Male,European-American/White,Middletown,NY,orange,2016,36071
53,Male,European-American/White,Apache Junction,AZ,pinal,2016,4021
53,Male,European-American/White,Shelbyville,TN,bedford,2016,47003
53,Male,European-American/White,Kingman,AZ,mohave,2016,4015
53,Male,European-American/White,Lakeland,FL,polk,2016,12105
53,Male,African-American/Black,Estero,FL,lee,2016,12071
53,Female,European-American/White,Lake Wales,FL,polk,2016,12105
53,Male,European-American/White,Anderson,IN,madison,2017,18095
53,Male,European-American/White,Columbus,OH,franklin,2017,39049
53,Male,European-American/White,Panama City,FL,bay,2017,12005
53,Male,European-American/White,Christiansburg,VA,montgomery,2017,51121
53,Male,European-American/White,Topock,AZ,NA,2017,4015
53,Male,African-American/Black,Chicago,IL,NA,2014,17031
53,Male,Race unspecified,Hoover,AL,NA,2015,1073
53,Male,Race unspecified,Lumpkin,GA,NA,2017,13259
53,Male,Race unspecified,Ashburn,GA,NA,2016,13287
53,Male,Race unspecified,Lakewood,CO,NA,2016,8059
53,Female,Race unspecified,Santa Clara,CA,NA,2014,6085
53,Female,Race unspecified,Modesto,CA,NA,2016,6099
53,Male,European-American/White,Holiday Lakes,TX,NA,2015,48039
53,Male,Race unspecified,Gilmer,TX,NA,2017,48459
53,Male,European-American/White,Pine Top,KY,NA,2015,21119
53,Male,European-American/White,Oakdale,MN,NA,2016,27163
53,Male,European-American/White,Gulfport,MS,NA,2016,28047
53,Male,European-American/White,Milton,WA,NA,2017,53053
53,Male,European-American/White,Rawlings,MD,NA,2013,24001
53,Male,European-American/White,St Augustine,FL,NA,2015,12109
53,Male,European-American/White,Hudgins,VA,NA,2014,51115
53,Male,European-American/White,Uniontown,PA,NA,2013,42051
53,Male,European-American/White,New Castle,PA,NA,2015,42073
53,Male,European-American/White,Lewistown,PA,NA,2017,42087
53,Male,Race unspecified,Hanover,PA,NA,2013,42133
53,Male,Race unspecified,Hanover,PA,NA,2014,42133
53,Male,European-American/White,York,NE,NA,2016,31185
53,Male,European-American/White,Pauls Valley,OK,NA,2016,40049
