GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021
"G4100170","2011-2015",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deschutes County, Oregon",166622,153791,146449,734,890,1969,166,25,3558,274,3284,12831,8972,22,30,52,34,2795,926,334,592,"Deschutes County, Oregon",0,0,346,156,223,258,109,34,478,341,379,0,865,34,33,63,42,818,470,161,425
"G4100190","2011-2015",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Oregon",107194,101641,95193,340,1401,860,95,50,3702,20,3682,5553,4306,0,168,20,0,696,363,143,220,"Douglas County, Oregon",0,0,64,117,237,161,37,60,318,18,316,0,343,28,117,25,28,246,191,118,144
"G4100210","2011-2015",,,"Oregon","41","Gilliam County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilliam County, Oregon",1883,1736,1697,18,21,0,0,0,0,0,0,147,144,0,0,0,0,3,0,0,0,"Gilliam County, Oregon",134,120,113,15,20,12,12,12,12,12,12,56,58,12,12,12,12,4,12,12,12
"G4100230","2011-2015",,,"Oregon","41","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Oregon",7276,7022,6712,24,51,30,2,0,203,0,203,254,230,0,3,0,0,8,13,0,13,"Grant County, Oregon",0,0,17,25,27,28,3,17,47,17,47,0,25,17,6,17,17,10,18,17,18
"G4100250","2011-2015",,,"Oregon","41","Harney County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harney County, Oregon",7229,6895,6346,47,296,40,8,42,116,0,116,334,288,0,8,0,0,26,12,12,0,"Harney County, Oregon",0,0,45,21,69,40,11,45,63,17,63,0,38,17,15,17,17,25,18,18,17
"G4100270","2011-2015",,,"Oregon","41","Hood River County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hood River County, Oregon",22749,15801,14749,112,170,400,8,0,362,0,362,6948,5229,12,55,0,0,1453,199,114,85,"Hood River County, Oregon",0,0,22,37,112,69,15,22,118,22,118,0,591,20,56,22,22,573,116,83,87
"G4100290","2011-2015",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Oregon",208363,183867,171619,1324,1162,2110,604,213,6835,89,6746,24496,19384,208,467,54,34,2884,1465,340,1125,"Jackson County, Oregon",0,0,170,212,300,270,216,159,496,57,500,0,1011,184,222,65,58,896,360,140,326
"G4100310","2011-2015",,,"Oregon","41","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Oregon",22061,17738,13369,199,3493,171,115,0,391,11,380,4323,2270,16,410,0,0,1554,73,66,7,"Jefferson County, Oregon",0,0,11,24,152,43,88,22,132,11,132,0,530,21,158,22,22,517,59,57,10
"G4100330","2011-2015",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Josephine County, Oregon",83409,77678,73198,283,912,622,62,107,2494,0,2494,5731,4338,2,126,31,0,979,255,189,66,"Josephine County, Oregon",0,0,82,75,449,192,82,82,478,28,478,0,588,11,116,48,28,563,138,120,61
"G4100350","2011-2015",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klamath County, Oregon",65972,58331,52552,529,2045,702,102,96,2305,17,2288,7641,5833,60,188,61,0,1069,430,256,174,"Klamath County, Oregon",0,0,86,105,317,112,27,86,333,20,330,0,415,56,113,73,28,328,208,174,105
"G4100370","2011-2015",,,"Oregon","41","Lake County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Oregon",7842,7239,6711,29,63,47,0,14,375,25,350,603,369,19,15,17,0,173,10,0,10,"Lake County, Oregon",0,0,45,30,41,24,17,22,64,40,49,0,149,30,20,29,17,172,15,17,15
"G4100390","2011-2015",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane County, Oregon",357060,328292,297692,3395,3389,8861,764,523,13668,282,13386,28768,17837,478,654,105,34,7430,2230,756,1474,"Lane County, Oregon",0,0,217,281,473,555,176,203,789,120,790,0,1012,283,224,69,36,938,492,261,411
"G4100410","2011-2015",,,"Oregon","41","Lincoln County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Oregon",46347,42435,38590,155,1372,542,104,100,1572,24,1548,3912,2234,0,90,25,0,1114,449,254,195,"Lincoln County, Oregon",0,0,151,51,183,78,60,149,191,23,192,0,440,25,64,40,25,364,255,243,97
"G4100430","2011-2015",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Oregon",118971,109115,102802,521,1622,1426,133,13,2598,21,2577,9856,7437,0,264,30,0,1459,666,464,202,"Linn County, Oregon",0,0,37,157,296,174,89,16,400,32,407,0,657,28,308,44,28,476,292,279,111
"G4100450","2011-2015",,,"Oregon","41","Malheur County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malheur County, Oregon",30551,20564,19009,290,149,478,12,36,590,2,588,9987,7161,90,89,23,0,1989,635,249,386,"Malheur County, Oregon",0,0,8,47,57,50,12,40,99,3,99,0,450,77,48,26,25,391,262,135,208
"G4100470","2011-2015",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Oregon",323259,241352,216600,3128,2184,5884,2440,1330,9786,308,9478,81907,47476,174,1426,45,0,25930,6856,2834,4022,"Marion County, Oregon",0,0,680,318,320,418,310,744,659,167,645,0,2480,91,681,41,28,2282,1149,669,995
"G4100490","2011-2015",,,"Oregon","41","Morrow County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrow County, Oregon",11204,7393,6941,49,62,43,12,0,286,0,286,3811,2727,0,6,0,0,939,139,95,44,"Morrow County, Oregon",0,0,19,43,66,22,18,19,82,19,82,0,328,19,9,19,19,320,81,78,45
"G4100510","2011-2015",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multnomah County, Oregon",768418,683216,547919,40815,4633,52072,4710,1741,31326,541,30785,85202,53003,1147,1403,693,80,21826,7050,3415,3635,"Multnomah County, Oregon",0,0,618,908,492,922,204,653,1592,227,1556,0,2284,382,414,248,95,2175,965,692,563
"G4100530","2011-2015",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Oregon",77264,67354,61558,525,764,1592,278,0,2637,64,2573,9910,6080,0,295,29,0,2105,1401,510,891,"Polk County, Oregon",0,0,77,134,164,159,50,28,216,81,211,0,983,28,208,32,28,891,691,485,551
"G4100550","2011-2015",,,"Oregon","41","Sherman County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Oregon",1795,1667,1525,10,57,4,0,0,71,4,67,128,124,0,0,0,0,4,0,0,0,"Sherman County, Oregon",128,116,112,7,29,5,12,12,26,5,24,52,51,12,12,12,12,5,12,12,12
"G4100570","2011-2015",,,"Oregon","41","Tillamook County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tillamook County, Oregon",25430,22891,21691,59,241,217,89,5,589,14,575,2539,1610,0,5,2,11,872,39,36,3,"Tillamook County, Oregon",0,0,13,45,91,82,15,7,111,18,112,0,338,22,8,3,23,345,36,35,5
"G4100590","2011-2015",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Umatilla County, Oregon",76738,57361,52015,530,1575,606,105,63,2467,15,2452,19377,13164,7,609,17,10,4330,1240,392,848,"Umatilla County, Oregon",0,0,63,111,181,109,24,60,237,19,237,0,1065,11,417,25,19,949,322,213,277
"G4100610","2011-2015",,,"Oregon","41","Union County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Oregon",25745,24615,23104,151,206,291,266,14,583,5,578,1130,733,26,22,16,0,232,101,39,62,"Union County, Oregon",0,0,8,40,67,58,48,13,99,6,99,0,107,38,21,24,22,76,55,29,41
"G4100630","2011-2015",,,"Oregon","41","Wallowa County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallowa County, Oregon",6857,6674,6415,21,16,16,13,14,179,4,175,183,140,0,0,0,0,10,33,21,12,"Wallowa County, Oregon",0,0,17,24,12,14,22,16,40,5,41,0,27,17,17,17,17,11,19,20,12
"G4100650","2011-2015",,,"Oregon","41","Wasco County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wasco County, Oregon",25492,21277,19387,107,911,260,131,0,481,4,477,4215,2684,62,129,0,0,1187,153,100,53,"Wasco County, Oregon",0,0,8,54,116,83,48,22,149,8,149,0,403,59,88,22,22,427,98,89,44
"G4100670","2011-2015",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Oregon",556210,466364,379525,9778,2257,51128,2304,639,20733,773,19960,89846,51945,283,1877,511,404,31015,3811,1846,1965,"Washington County, Oregon",0,0,252,683,357,952,271,183,1488,285,1438,0,2398,141,671,266,320,2505,597,426,427
"G4100690","2011-2015",,,"Oregon","41","Wheeler County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Oregon",1348,1329,1291,0,9,5,0,0,24,0,24,19,14,0,0,0,0,5,0,0,0,"Wheeler County, Oregon",92,91,90,12,11,4,12,12,16,12,16,12,10,12,12,12,12,6,12,12,12
"G4100710","2011-2015",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yamhill County, Oregon",101119,85520,79112,970,910,1251,164,25,3088,0,3088,15599,9900,280,374,41,0,4535,469,207,262,"Yamhill County, Oregon",0,0,27,93,187,281,92,27,335,28,335,0,881,208,298,56,28,920,154,114,119
"G4200010","2011-2015",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Pennsylvania",101767,95154,91434,1510,93,740,0,29,1348,44,1304,6613,2493,66,3,0,0,3380,671,578,93,"Adams County, Pennsylvania",0,0,34,147,55,109,23,33,211,38,210,0,443,49,5,23,23,484,288,268,96
"G4200030","2011-2015",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegheny County, Pennsylvania",1231145,1208608,980112,158380,1274,40104,228,1986,26524,630,25894,22537,14801,1751,284,213,21,3000,2467,893,1574,"Allegheny County, Pennsylvania",0,0,370,1310,203,709,52,370,1514,199,1486,0,650,337,119,102,19,428,437,214,378
"G4200050","2011-2015",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armstrong County, Pennsylvania",67979,67534,66206,636,12,126,0,3,551,5,546,445,246,0,0,0,0,149,50,40,10,"Armstrong County, Pennsylvania",0,0,9,69,12,40,23,4,83,7,82,0,96,23,23,23,23,88,24,19,18
"G4200070","2011-2015",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Pennsylvania",169785,167445,152737,10121,64,970,8,158,3387,18,3369,2340,1676,168,86,11,0,245,154,88,66,"Beaver County, Pennsylvania",0,0,59,390,34,105,13,100,424,15,423,0,177,97,120,18,23,88,74,58,48
"G4200090","2011-2015",,,"Pennsylvania","42","Bedford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Pennsylvania",49086,48570,47663,245,98,111,0,29,424,33,391,516,303,34,6,0,0,121,52,24,28,"Bedford County, Pennsylvania",0,0,47,45,38,41,21,47,67,33,69,0,56,24,13,21,21,66,38,20,28
"G4200110","2011-2015",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berks County, Pennsylvania",413965,338556,309200,17025,307,5701,55,654,5614,149,5465,75409,37212,3587,2405,129,139,20237,11700,2920,8780,"Berks County, Pennsylvania",0,0,147,592,115,222,40,274,604,65,611,0,1564,619,777,104,160,1778,1348,711,1326
"G4200130","2011-2015",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blair County, Pennsylvania",126448,125044,120251,1999,55,852,0,12,1875,51,1824,1404,1053,17,9,48,0,258,19,6,13,"Blair County, Pennsylvania",0,0,35,192,43,78,23,15,205,32,200,0,166,20,10,35,23,145,28,12,23
"G4200150","2011-2015",,,"Pennsylvania","42","Bradford County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford County, Pennsylvania",62228,61345,59889,328,89,388,12,15,624,3,621,883,670,7,6,0,0,151,49,27,22,"Bradford County, Pennsylvania",0,0,24,79,41,61,17,24,104,4,104,0,70,8,5,23,23,61,40,35,29
"G4200170","2011-2015",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bucks County, Pennsylvania",626583,596875,535979,23174,759,27089,1,920,8953,447,8506,29708,21658,1006,100,174,22,5123,1625,1016,609,"Bucks County, Pennsylvania",0,0,431,542,249,511,2,443,780,191,777,0,985,280,64,174,27,917,448,335,283
"G4200190","2011-2015",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Pennsylvania",185689,183335,176986,1992,133,1994,45,129,2056,54,2002,2354,1881,169,0,11,9,123,161,80,81,"Butler County, Pennsylvania",0,0,95,189,49,165,33,87,281,41,280,0,162,120,23,18,15,90,82,59,58
"G4200210","2011-2015",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambria County, Pennsylvania",139381,137232,129671,4531,99,680,37,95,2119,30,2089,2149,1137,218,1,11,0,330,452,253,199,"Cambria County, Pennsylvania",0,0,53,252,42,71,36,62,244,30,246,0,168,100,2,15,23,134,175,114,143
"G4200230","2011-2015",,,"Pennsylvania","42","Cameron County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron County, Pennsylvania",4869,4835,4737,30,12,6,0,6,44,0,44,34,34,0,0,0,0,0,0,0,0,"Cameron County, Pennsylvania",0,0,8,19,10,8,10,8,25,10,25,0,10,10,10,10,10,10,10,10,10
"G4200250","2011-2015",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Pennsylvania",64634,62108,59990,872,76,305,0,98,767,3,764,2526,2107,114,7,0,0,194,104,25,79,"Carbon County, Pennsylvania",0,0,43,172,52,65,23,77,167,5,167,0,171,88,14,23,23,124,56,24,57
"G4200270","2011-2015",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centre County, Pennsylvania",157823,153506,136652,5484,298,8709,62,264,2037,90,1947,4317,2825,579,0,49,0,526,338,158,180,"Centre County, Pennsylvania",0,0,233,218,87,411,67,222,448,62,439,0,332,267,23,60,23,128,200,147,134
"G4200290","2011-2015",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, Pennsylvania",509797,474218,412444,29506,326,22780,102,494,8566,380,8186,35579,28144,640,207,23,0,5152,1413,747,666,"Chester County, Pennsylvania",0,0,139,676,128,394,72,201,705,196,696,0,1106,197,112,26,23,1033,342,258,230
"G4200310","2011-2015",,,"Pennsylvania","42","Clarion County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarion County, Pennsylvania",39454,39172,38058,429,55,243,9,52,326,0,326,282,163,38,0,0,4,46,31,14,17,"Clarion County, Pennsylvania",0,0,43,68,14,45,11,45,70,21,70,0,42,15,21,21,8,35,26,16,19
"G4200330","2011-2015",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearfield County, Pennsylvania",81343,79093,75983,1822,108,421,0,18,741,26,715,2250,1475,174,32,0,0,282,287,211,76,"Clearfield County, Pennsylvania",0,0,30,95,39,71,23,25,131,33,132,0,134,60,26,23,23,94,75,72,35
